name x1 y1 z1 x2 y2 z2 RA DEC
SDSSJ121430.55+082508.1 0.00097 -0.01831 0.05843 0.00244 -0.04599 0.14672 183.627304 8.418933
SDSSJ121640.56+071224.3 0.00040 -0.01955 0.05803 0.00101 -0.04909 0.14573 184.169037 7.206761
SDSSJ121716.08+080942.0 0.00024 -0.01858 0.05835 0.00061 -0.04665 0.14653 184.317047 8.161680
SDSSJ121850.51+101554.2 -0.00017 -0.01643 0.05900 -0.00043 -0.04124 0.14814 184.710495 10.265069
SDSSJ122018.43+064119.6 -0.00056 -0.02007 0.05785 -0.00141 -0.05040 0.14527 185.076828 6.688781
SDSSJ122035.10+385316.4 -0.00050 0.01384 0.05965 -0.00125 0.03476 0.14979 185.146271 38.887901
SDSSJ122102.49+155447.0 -0.00073 -0.01054 0.06032 -0.00184 -0.02646 0.15147 185.260406 15.913070
SDSSJ122106.87+454852.1 -0.00054 0.02094 0.05755 -0.00137 0.05258 0.14450 185.278625 45.814476
SDSSJ122312.16+095017.7 -0.00132 -0.01686 0.05886 -0.00331 -0.04233 0.14780 185.800690 9.838261
SDSSJ122317.79+092306.9 -0.00135 -0.01732 0.05872 -0.00338 -0.04350 0.14746 185.824158 9.385269
SDSSJ122512.93+121835.6 -0.00183 -0.01430 0.05952 -0.00460 -0.03590 0.14945 186.303909 12.309919
SDSSJ122520.13+084450.7 -0.00189 -0.01797 0.05851 -0.00474 -0.04512 0.14693 186.333893 8.747438
SDSSJ123235.82+060310.0 -0.00383 -0.02066 0.05752 -0.00961 -0.05188 0.14444 188.149246 6.052770
SDSSJ123304.05-003134.1 -0.00397 -0.02712 0.05476 -0.00997 -0.06811 0.13751 188.266876 -0.526158
SDSSJ123335.07+475800.4 -0.00275 0.02312 0.05664 -0.00691 0.05806 0.14222 188.396164 47.966797
SDSSJ123426.80+072411.3 -0.00430 -0.01928 0.05797 -0.01081 -0.04842 0.14555 188.611694 7.403150
SDSSJ123604.02+264135.9 -0.00426 0.00100 0.06108 -0.01070 0.00252 0.15338 189.016495 26.693300
SDSSJ123734.52+253820.0 -0.00466 -0.00011 0.06106 -0.01171 -0.00028 0.15333 189.393829 25.638889
SDSSJ124154.02+572107.3 -0.00341 0.03210 0.05204 -0.00857 0.08061 0.13067 190.475098 57.352051
SDSSJ124511.25+335610.1 -0.00597 0.00880 0.06031 -0.01499 0.02209 0.15144 191.296921 33.936146
SDSSJ132222.68+464535.2 -0.01160 0.02260 0.05573 -0.02912 0.05674 0.13993 200.594498 46.759796
SDSSJ133045.15+281321.4 -0.01680 0.00373 0.05877 -0.04218 0.00937 0.14758 202.688126 28.222641
SDSSJ133053.27+311930.5 -0.01632 0.00701 0.05861 -0.04097 0.01760 0.14717 202.722000 31.325199
SDSSJ133300.83+451809.0 -0.01381 0.02141 0.05569 -0.03469 0.05377 0.13983 203.253448 45.302486
SDSSJ134206.56+050523.8 -0.02184 -0.01992 0.05363 -0.05484 -0.05002 0.13468 205.526993 5.090000
SDSSJ134231.22+382903.4 -0.01724 0.01482 0.05686 -0.04330 0.03722 0.14278 205.630493 38.484299
SDSSJ134246.89+184443.6 -0.02092 -0.00584 0.05726 -0.05253 -0.01468 0.14378 205.695007 18.745501
SDSSJ134251.60-005345.3 -0.02211 -0.02573 0.05098 -0.05552 -0.06462 0.12802 205.715027 -0.895919
SDSSJ135341.03+361948.0 -0.01997 0.01301 0.05641 -0.05014 0.03266 0.14166 208.421204 36.329834
SDSSJ135625.55+251523.7 -0.02302 0.00158 0.05673 -0.05780 0.00396 0.14244 209.106003 25.256599
SDSSJ135712.61+170444.1 -0.02451 -0.00697 0.05569 -0.06155 -0.01749 0.13983 209.302505 17.078899
SDSSJ140732.25+550725.6 -0.01608 0.03167 0.04989 -0.04038 0.07953 0.12526 211.884399 55.123730
SDSSJ141542.90+163413.8 -0.02880 -0.00656 0.05365 -0.07231 -0.01647 0.13471 213.928772 16.570492
SDSSJ141910.20+420746.9 -0.02288 0.01989 0.05321 -0.05744 0.04994 0.13362 214.792511 42.129704
SDSSJ143511.53+360437.2 -0.02786 0.01464 0.05254 -0.06995 0.03676 0.13192 218.798050 36.077015
SDSSJ143726.14+504555.8 -0.02211 0.02885 0.04929 -0.05552 0.07243 0.12376 219.358917 50.765514
SDSSJ144511.28+342825.4 -0.03021 0.01358 0.05151 -0.07585 0.03410 0.12935 221.297012 34.473736
SDSSJ145108.76+270926.9 -0.03372 0.00652 0.05070 -0.08468 0.01637 0.12731 222.785995 27.157499
SDSSJ150455.56+564920.3 -0.02229 0.03524 0.04486 -0.05596 0.08848 0.11263 226.231339 56.822140
SDSSJ151428.64+361957.9 -0.03431 0.01722 0.04771 -0.08616 0.04324 0.11980 228.619370 36.332771
SDSSJ152139.66+033729.2 -0.04387 -0.01505 0.03999 -0.11015 -0.03780 0.10043 230.414993 3.624800
SDSSJ153644.90+141229.7 -0.04524 -0.00322 0.04115 -0.11359 -0.00808 0.10334 234.187103 14.208300
SDSSJ15403-0205 -0.04725 -0.01895 0.03405 -0.11864 -0.04758 0.08549 235.081528 -2.084833
SDSSJ154553.48+093620.5 -0.04753 -0.00702 0.03797 -0.11936 -0.01763 0.09534 236.473495 9.605700
SDSSJ155048.29+400144.9 -0.03753 0.02321 0.04247 -0.09423 0.05827 0.10664 237.701233 40.029144
SDSSJ155304.92+354828.6 -0.04004 0.01945 0.04206 -0.10054 0.04884 0.10561 238.270523 35.807953
SDSSJ155504.39+362848.0 -0.03995 0.02023 0.04177 -0.10031 0.05081 0.10490 238.768326 36.479988
SDSSJ160709.88+133419.0 -0.05006 -0.00109 0.03525 -0.12571 -0.00275 0.08852 241.791183 13.572000
SDSSJ161649.42+415416.3 -0.03934 0.02679 0.03854 -0.09877 0.06727 0.09678 244.205933 41.904552
SDSSJ161916.54+334238.4 -0.04424 0.01959 0.03754 -0.11108 0.04919 0.09428 244.818924 33.710667
SDSSJ170328.90+614109.0 -0.02752 0.04448 0.03186 -0.06910 0.11169 0.07999 255.870834 61.686001
SDSSJ171737.95+655939.3 -0.02405 0.04752 0.03023 -0.06039 0.11933 0.07590 259.408325 65.994164
TON0133 -0.00753 0.00515 0.06056 -0.01892 0.01294 0.15206 192.751297 30.428289
TON0694 -0.01054 0.00298 0.06025 -0.02646 0.00747 0.15130 195.804245 28.185497
TON1187 0.02577 0.01381 0.05381 0.06472 0.03468 0.13511 153.263336 35.856388
TON1337 0.01584 0.00778 0.05864 0.03977 0.01955 0.14725 166.768829 32.108334
TON1364 0.01386 0.01067 0.05869 0.03480 0.02680 0.14737 168.498917 35.051918
TON1448 0.00613 0.00987 0.06013 0.01538 0.02478 0.15098 177.539627 34.941944
TON236 -0.03978 0.01043 0.04537 -0.09990 0.02618 0.11394 232.169174 28.424929
TON580 0.01067 0.00625 0.05998 0.02679 0.01570 0.15061 172.789581 31.234722
US3101 0.00564 0.00677 0.06060 0.01416 0.01699 0.15218 178.312576 32.040001
VV2000-J093603.9+320709 0.03371 0.01214 0.04967 0.08464 0.03048 0.12472 144.016190 32.119255
VV2000-J150204.1+064514 -0.03987 -0.01352 0.04447 -0.10012 -0.03395 0.11167 225.517090 6.754445
VV2000-J165931.9+373528 -0.04570 0.02651 0.03097 -0.11474 0.06658 0.07777 254.882980 37.591331
VV2006-J080838.8+051440 0.05404 -0.00727 0.02788 0.13569 -0.01827 0.07001 122.161873 5.244444
VV2006-J085259.2+031320 0.04772 -0.01355 0.03591 0.11982 -0.03403 0.09017 133.246765 3.222386
VV2006-J091431.8+083742 0.04349 -0.01008 0.04192 0.10921 -0.02531 0.10526 138.632401 8.628525
VV2006-J092542.3+344108 0.03442 0.01536 0.04827 0.08643 0.03857 0.12120 141.426361 34.685722
VV2006-J095240.2+515250 0.02242 0.03011 0.04838 0.05630 0.07561 0.12149 148.167374 51.880566
VV2006-J095243.0+515121 0.02243 0.03009 0.04839 0.05632 0.07555 0.12152 148.179367 51.855873
VV2006-J101541.1+594445 0.01572 0.03605 0.04694 0.03947 0.09053 0.11787 153.921448 59.745941
VV2006-J101814.0+054625 0.03046 -0.01744 0.05019 0.07647 -0.04380 0.12602 154.558289 5.773739
VV2006-J105910.9+051935 0.02061 -0.01988 0.05413 0.05175 -0.04992 0.13593 164.795395 5.326517
VV2006-J105956.1+121151 0.02004 -0.01292 0.05641 0.05033 -0.03245 0.14164 164.983932 12.197539
VV2006-J111507.6+023757 0.01662 -0.02311 0.05422 0.04174 -0.05804 0.13615 168.781891 2.632650
VV2006-J112005.0+041323 0.01532 -0.02169 0.05518 0.03847 -0.05447 0.13856 170.020798 4.223145
VV2006-J112224.1+031802 0.01474 -0.02267 0.05495 0.03700 -0.05693 0.13797 170.600616 3.300722
VV2006-J115412.1+463552 0.00440 0.02182 0.05705 0.01104 0.05480 0.14326 178.550278 46.597824
VV2006-J125124.6+055420 -0.00880 -0.02058 0.05700 -0.02209 -0.05169 0.14313 192.852722 5.905614
VV2006-J125901.7+413055 -0.00813 0.01688 0.05830 -0.02041 0.04239 0.14640 194.756989 41.515514
VV2006-J130524.3+035731 -0.01250 -0.02224 0.05567 -0.03138 -0.05585 0.13979 196.351074 3.958583
VV2006-J131545.2+152556 -0.01467 -0.01024 0.05857 -0.03684 -0.02571 0.14707 198.938370 15.432328
VV2006-J140655.7+015713 -0.02796 -0.02184 0.04992 -0.07021 -0.05483 0.12534 211.731934 1.953569
VV2006-J140658.8+144238 -0.02707 -0.00895 0.05420 -0.06798 -0.02247 0.13609 211.744644 14.710703
VV96-J100254.6+324039 0.02869 0.01111 0.05295 0.07204 0.02789 0.13296 150.727142 32.677517
